-758.512695,-749.571960,-752.186523,-755.593994,-737.182861,-714.713440,-703.578247,-687.820923,-664.802185,-637.733643,-618.258179,-596.940491,-579.240051,-568.661987,-555.019531,-536.570007,-522.926208,-512.612976,-501.325745,-486.901520,-472.667297,-468.243469,-459.662476,-451.668243,-451.037537,-448.586517,-449.169891,-452.553589,-456.237000,-454.507996,-455.426575,-453.912323,-454.261719,-458.291473,-459.311890,-458.898041,-452.943359,-450.490845,-451.755676,-450.934052,-453.217590,-448.378876,-423.956543,-333.955475,-271.240173,-245.618591,-250.864044,-229.653915,-182.348724,-167.721909,-192.368088,-230.571274,-272.494415,-335.976593,-393.679108,-415.237183,-421.314697,-435.265686,-447.212830,-449.635803,-457.551758,-455.610107,-454.851013,-456.640350,-450.717590,-446.845917,-445.771118,-443.315735,-442.699707,-447.221771,-453.140625,-458.461029,-460.606476,-459.142151,-461.876282,-463.415131,-461.440643,-465.255188,-463.754272,-459.248749,-458.391022,-458.263092,-456.972534,-459.886383,-459.424530,-453.756409,-455.493469,-454.554840,-450.216400,-450.350952,-450.264008,-454.921265,-452.689819,-452.504791,-454.472321,-457.081116,-456.021210,-453.211731,-451.746979,-454.375702,-453.849731,-450.632843,-446.343414,-450.167114,-449.095001,-453.253876,-451.240814,-447.271576,-445.634613,-444.639526,-443.914673,-463.916992
3.647800,16.146908,12.535679,7.763896,29.108528,47.237541,52.677273,63.156055,76.445831,92.528130,97.412766,99.162758,100.844269,101.377457,96.850327,99.106895,99.881783,96.654816,101.534187,104.457710,102.575836,101.516235,104.855438,100.028198,98.949341,100.821701,103.647812,100.536026,97.382141,101.319695,100.206406,99.194206,102.358292,100.524910,96.572678,94.024109,101.891083,104.652710,103.957710,104.752441,103.838493,102.151962,94.421844,84.603653,108.418915,118.548103,112.215912,129.631393,143.103516,155.270721,162.344467,166.017288,172.022827,170.496719,149.290344,125.405167,110.549202,98.726089,94.125275,95.945374,93.723244,97.448654,102.198135,97.398834,94.048340,89.780319,88.427704,86.538651,83.329857,87.017883,95.176208,95.078156,98.383591,104.307816,104.442276,100.784721,98.908417,93.369797,94.647659,101.505013,106.277435,104.879669,102.301498,102.601616,102.488853,102.962654,104.872223,108.601395,110.601624,108.732635,108.892105,105.800400,105.772926,104.893150,104.190216,104.067474,103.592941,105.039642,104.767349,109.299698,107.367798,103.502510,106.847168,108.010170,108.290878,107.432571,109.199600,114.962601,111.803009,115.208054,116.708054,115.519028
3.637424,15.709534,12.351231,7.718564,19.832743,18.582235,12.138086,9.837830,6.526506,3.213067,-5.013021,-5.976756,-5.764949,-3.516656,-6.506129,-7.923831,-7.731033,-13.668228,-13.311496,-7.907500,-14.691349,-15.280527,-9.755218,-7.935463,-12.038116,-12.592747,-8.890248,-12.144901,-14.042522,-14.477093,-12.552256,-11.416210,-6.668602,-9.798719,-13.258766,-15.702053,-13.616392,-9.865368,-5.697632,-5.346170,-8.805639,-9.317031,-11.064212,-9.303761,-5.249811,-21.528605,-36.047981,-50.080299,-55.575363,-50.027191,-40.106045,-28.909706,-15.102776,-2.923430,-0.166564,-4.992611,-5.491783,-3.482854,-9.658047,-3.101679,-1.527911,-5.679538,-1.355147,-2.448821,-4.977199,-5.419143,-1.767227,-2.350765,-3.694817,-1.610638,-0.748434,-6.035422,-7.843953,-6.547448,-6.936933,-9.224023,-6.896163,-9.242942,-13.179753,-8.459780,-5.867958,-6.385680,-8.587164,-7.067193,-7.271253,-3.712242,0.624318,-1.003751,-2.160231,-2.260971,-5.015784,-2.992890,-0.861965,-5.381153,-3.310112,-2.753363,-7.841198,-5.934384,-2.158852,0.960628,-3.667606,-10.938096,-7.155204,0.670099,-1.698702,-3.058332,-4.404939,-2.346905,-0.105877,-1.685297,-3.146983,2.926533
3.620187,15.007977,12.050334,7.643540,14.419834,12.014627,10.212267,11.887835,13.451111,15.493057,16.182297,20.948341,22.301857,20.260551,15.734494,15.551304,17.199354,18.393200,17.901896,16.641254,16.503757,14.837210,17.212521,22.123604,18.405928,19.498825,20.005306,19.995472,18.278587,16.330246,20.680744,19.915131,18.420433,21.356640,18.446163,18.725130,16.323858,15.048051,20.444935,20.329830,16.273361,21.503765,20.966124,4.713431,12.405378,17.896568,12.796476,-9.843794,-10.421716,-8.189687,-5.635743,5.830548,16.760027,12.743603,7.381661,11.005878,16.505224,19.188648,17.713146,20.962606,24.451519,18.527935,20.657005,21.505112,21.150887,20.647209,14.512052,10.093960,12.086012,17.246162,22.889801,22.912716,20.943825,21.737101,19.540993,16.720430,19.601521,22.804743,21.712379,18.910522,20.731812,21.760427,20.410254,21.735794,21.258430,22.092167,23.479408,22.818737,23.489632,25.240547,21.145967,23.417255,26.127113,24.582260,19.958149,19.160591,20.627285,21.183605,25.799042,26.809601,21.084152,15.280767,21.808781,24.160336,23.453619,24.274200,25.387079,24.257153,24.209637,21.652813,23.402733,27.739706
3.596186,14.081063,11.642445,7.539587,14.898602,17.872833,21.877892,27.071320,25.753208,23.657246,26.201138,25.567003,22.181480,23.112411,24.413097,20.758137,20.397921,21.995575,19.711145,18.679012,23.745495,25.402349,22.538584,23.999420,21.598566,21.780207,23.337168,26.727753,20.407364,17.906052,23.986507,19.268023,16.963902,23.540014,25.336281,19.892517,19.141491,20.477905,26.708420,26.685925,23.125322,24.587658,10.797562,-7.164484,-16.085861,-20.695671,-25.204124,-37.260414,-43.559483,-49.953232,-60.221432,-60.507713,-51.398792,-35.724998,-12.795208,-5.340919,2.087735,5.072405,12.482666,17.246769,15.097645,15.864666,21.201347,20.407475,22.736986,21.585003,16.513292,14.936398,17.491238,20.935795,15.788682,17.060007,18.218630,20.148018,16.475464,15.546405,25.243477,28.839539,29.248718,23.689274,23.103254,24.341743,23.026672,20.278179,23.654312,25.281513,23.937923,20.899637,20.485199,21.806814,16.786520,17.207216,21.250097,22.489586,22.323105,17.433645,15.158173,17.256023,24.183144,27.059628,23.786465,14.197689,23.965591,30.474094,28.323036,24.715889,24.191067,21.659992,22.790276,22.652145,19.633636,18.670280
3.565520,12.978750,11.140207,7.407804,16.118591,16.895336,16.493954,18.996897,15.587608,9.908561,10.171202,11.918753,12.070200,17.386480,15.369172,17.134661,21.393290,24.307774,20.081625,14.017025,18.957344,20.012375,17.089329,21.238491,17.206133,18.745861,19.825764,18.206230,12.473875,14.323309,19.087292,16.491215,17.732948,17.974861,15.268053,18.865799,19.096199,15.637478,21.525927,21.927011,14.102432,10.490801,21.382896,29.508888,18.628109,15.322284,18.580208,16.912928,2.858609,-2.431726,-6.567257,-8.425047,-5.823755,-5.517791,3.594303,12.372776,20.381821,19.021183,21.087009,18.152306,16.848000,16.372311,18.684156,17.934937,20.036610,16.812332,14.127959,18.200380,18.389759,12.217867,9.047266,10.204454,8.045940,7.408914,12.109412,14.825787,15.456717,16.788944,21.326540,15.636162,11.208858,13.586283,17.773602,15.828158,16.241261,16.652279,16.879704,15.291819,11.481538,16.057171,11.148214,9.413837,9.217612,8.669798,7.961010,10.602549,10.693411,12.604845,16.424698,15.365022,15.780369,13.005672,15.641118,17.382259,15.298555,15.735894,19.339577,15.843227,13.295595,13.535273,13.369594,10.111471
3.528365,11.758341,10.558899,7.249524,13.835041,12.191442,9.045011,9.340057,7.557056,10.188775,12.677942,10.963867,13.148329,13.988349,10.126692,13.975153,14.439977,14.121007,13.159159,11.330954,14.000341,14.806514,12.134840,15.971627,14.315214,13.371716,15.056837,15.007498,9.241138,11.675100,14.731743,13.385477,14.322526,13.809763,16.029209,16.668419,11.783911,10.030807,15.465356,13.445626,9.467899,7.311758,9.885469,13.467382,13.134027,12.048309,15.737815,17.261574,15.413709,19.032829,22.740648,23.857729,28.155788,31.293068,28.579834,19.759937,11.091915,11.469379,16.526426,12.639918,16.571205,15.096043,11.759832,11.173581,7.618319,7.284430,10.173265,9.940926,8.270103,9.139997,8.515203,11.916895,12.577488,12.770432,13.550626,10.140839,6.744374,7.573301,14.403484,11.913414,5.554705,8.572295,13.776764,13.547106,12.904241,12.727369,11.121601,9.642063,10.920950,11.913795,8.942131,4.446484,6.816107,6.614898,6.335014,9.239956,8.941136,6.762760,10.669065,13.196830,11.420274,7.185912,7.397569,9.966373,8.830564,8.426615,11.087844,11.484224,8.650829,9.994888,10.946129,4.434250
3.484898,10.480089,9.915754,7.066381,9.713030,10.409964,10.328709,6.077839,3.538809,10.144306,14.747936,9.616215,13.182789,13.350763,10.263697,13.358331,15.907531,15.598118,15.217505,15.774080,14.263659,13.196996,15.799438,18.930729,21.254528,16.574883,16.236698,19.500931,15.175666,12.169155,14.949797,15.310928,15.011087,17.250118,21.886169,16.641075,12.217903,14.300585,13.151049,15.246933,12.760176,11.743825,5.170185,-5.132051,-12.896414,-14.576434,-4.936042,6.127936,4.185059,-0.575209,-5.857003,-4.646511,-2.169543,10.800373,20.027832,22.466801,23.248371,23.349792,23.536819,15.548361,14.054226,16.678516,13.379751,12.286900,13.125355,11.359181,16.907604,16.183943,14.384474,17.814838,20.335938,18.197109,17.084297,16.648319,15.458874,10.849176,11.658684,13.781433,19.139187,15.178577,13.543507,14.669362,16.580055,15.643785,15.805111,15.820526,17.372555,14.001795,10.218334,9.309808,11.297441,9.901716,12.670662,15.250305,16.921173,14.998834,11.152536,9.114749,12.544590,13.330372,14.399168,11.283197,8.831669,6.722747,5.908407,2.722167,2.919428,8.102911,13.813183,13.532550,11.454115,7.198790
3.435352,9.202839,9.229224,6.860227,7.427537,9.598938,8.890755,1.949195,4.260709,8.635482,9.449940,7.881271,10.527836,9.792551,7.895914,8.475523,14.451231,11.606400,5.676086,10.696126,8.709530,3.760941,5.334815,9.275778,11.409147,8.906241,9.053614,7.260852,6.621686,8.818907,11.090842,11.789513,8.595292,5.460614,7.212046,5.130695,6.395586,6.473903,1.507551,4.132507,6.061471,8.611319,10.801711,13.042269,11.184065,16.243567,20.032248,20.156918,19.471979,15.593545,9.280601,8.475871,6.774927,7.895180,4.041932,7.572763,10.927099,9.844059,12.755283,9.238623,3.662061,4.660037,2.960532,0.638198,6.707374,4.516137,0.679408,5.559012,11.178692,13.549322,8.280802,5.627034,8.430843,10.460927,8.195827,7.750427,10.585217,13.087335,10.667114,7.259845,6.571285,3.062482,5.731461,9.696669,8.745504,7.373536,9.963257,8.484729,6.005729,5.396025,10.677269,12.536592,10.419342,13.232683,11.256428,9.011581,6.491388,2.412441,7.754479,3.149583,1.534016,2.952311,-0.862360,-2.829646,2.559413,-0.071246,-1.594621,0.940912,0.797592,2.705371,5.962152,8.993112
3.379930,7.980021,8.518224,6.633190,7.117785,8.724163,3.080726,0.956321,4.725921,8.310661,11.239718,11.894598,8.736970,6.989639,10.582417,6.299865,7.564657,12.449728,9.622351,15.613612,11.683455,4.095988,4.258648,7.463583,10.710762,11.520054,9.924597,6.992759,7.532992,5.230953,7.084353,9.824986,4.784144,5.557292,5.985362,6.139958,6.297362,4.546471,7.587738,8.237198,7.340216,11.460482,11.943077,17.370121,15.009573,5.964966,2.409370,-5.803946,-8.267622,-9.670397,-7.634898,2.051801,4.238234,4.609236,4.519782,6.828538,9.798088,11.105605,12.571905,7.435826,10.428249,11.547718,6.439199,1.356396,7.164679,12.236755,7.813594,7.639580,10.472092,13.562736,10.651082,9.905352,7.116807,7.071618,6.196970,7.674049,12.370375,14.175315,11.180297,8.060322,8.012624,6.582417,6.832516,14.154450,11.182571,4.849758,8.194641,13.950329,9.786619,4.346579,9.213627,11.627739,9.483803,11.361465,10.652872,10.992556,10.685888,6.538209,11.019342,12.048921,11.701936,9.103504,7.001235,6.699052,11.506674,9.023671,7.502221,7.911805,5.160913,8.387392,8.351960,11.498537
3.318947,6.856118,7.801322,6.387517,6.224972,7.189484,-0.623740,1.776860,1.044768,3.122843,7.060510,1.866573,-3.566456,0.182045,0.557095,-2.490043,-3.871812,0.946782,1.413087,2.569203,2.267639,-0.951849,-4.047985,-4.786215,-0.223792,3.024285,-0.481493,0.963454,1.740834,-2.994440,-1.385655,1.521401,-6.979540,-4.713356,1.142196,-2.346636,-4.475917,-5.932484,-3.110944,-0.871266,-2.406219,-3.069939,-3.274785,-5.222632,-5.944669,-5.787131,-4.212279,1.646930,9.826256,6.985322,-1.936557,-2.967503,-3.244029,-5.101727,-4.764348,1.392120,5.808534,4.495162,6.068940,-0.843175,-0.753425,4.517358,0.665942,-7.102015,-7.903173,-5.779267,-6.171688,-0.091484,2.334271,5.034340,0.705072,1.864247,-0.566147,-0.726072,-3.298074,1.340019,5.866947,2.692871,3.257616,-0.563427,-2.054996,-0.494274,-4.166215,2.897563,1.282551,-4.289726,-6.830527,-3.134638,-1.622809,-2.727336,0.936094,1.130797,-1.937628,-1.188090,-0.614970,-2.880702,-4.750123,-3.865375,-1.498184,0.445281,5.121746,2.152520,-2.961926,-1.422583,1.278746,1.347268,-0.666120,-0.662172,-1.717695,0.205707,-0.919216,-2.965632
3.252688,5.864362,7.096049,6.125673,4.097992,3.233531,-2.578541,0.607424,-1.445961,-1.361544,0.511931,0.427282,-0.087344,-1.150009,1.349367,2.492974,-1.890913,-0.209142,-1.696229,-2.060048,2.466593,2.218419,0.024932,0.366717,-1.118803,2.186321,4.853252,5.179551,3.444005,2.484917,4.977798,8.617241,3.730302,4.944678,4.346578,2.730631,1.129409,-0.020663,-0.788308,1.047991,3.454663,0.823842,4.864140,1.738527,6.523408,7.451124,3.795609,0.863894,-4.158849,-6.193510,-8.163239,-3.144423,4.972818,9.940436,3.053216,-0.345714,1.510738,1.352304,4.647479,-3.833858,-3.338694,3.817805,3.411472,0.427266,-1.132623,-2.249289,-1.274985,5.089044,5.103514,4.150431,-2.994118,1.034919,5.083241,4.646868,0.196548,3.265644,6.634523,1.253112,3.433661,5.661984,1.242024,-1.043311,-4.550581,-3.447156,0.952016,1.152238,-1.495565,-2.539945,3.450432,6.270103,1.046753,-1.211541,-0.562998,-0.113861,1.174467,4.757288,1.808986,0.757246,1.120325,4.084004,8.427311,6.242609,1.364247,5.463518,6.430352,4.049501,4.936202,3.363707,3.578395,5.406343,-0.280699,-3.693281
3.181477,5.025275,6.418255,5.850245,2.801042,-0.095611,-2.662386,0.264960,0.853628,1.725490,0.669772,-0.011884,-4.608782,-5.970266,-0.829825,-0.120848,-2.650979,-3.200349,-6.620838,-5.546556,-1.530595,-1.420550,-4.602549,-5.840987,-7.010323,-5.008954,1.945360,-0.034183,-4.076659,-2.917314,-0.955265,-1.524006,-5.166243,-2.096195,-1.187880,0.184886,-4.332268,-4.362950,-3.125310,-3.111944,2.607481,0.794158,-7.425896,-10.874151,-8.515623,-6.785236,-10.063372,-10.125933,-8.696849,-6.687279,-8.379829,-12.986301,-11.384830,-7.939209,-5.758487,-6.148435,-2.993934,1.742731,4.195641,-0.581549,1.831531,2.184098,2.722806,3.315204,0.018031,-1.336410,-5.368402,-7.162624,-6.145242,-4.827735,-5.156717,-8.898533,-3.323022,1.773998,-4.033635,-3.043573,-1.393590,-5.165972,-4.308275,0.212179,-3.251761,-4.889407,-8.540347,-5.702454,-8.059789,-6.446043,0.666528,-3.688296,-2.186806,0.579903,-7.143517,-11.496962,-6.949591,-3.412650,-2.681809,-0.365520,-2.365814,-3.897242,-4.381173,-0.648699,1.253745,-3.768720,-6.601557,-2.960449,-4.993123,0.174761,1.641061,-2.942354,-4.213676,-5.662428,-4.262283,-1.605835
